,UserID,Buy_ticket,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,number_of_adults,Daily_Avg_mins_spend_on_traveling_page
298,1000299,No,270.0,Mobile,19810.0,18,4,Financial,81.0,3688.0,4.0,No,18.0,No,4.0,2.0,4.0
299,1000300,No,382.0,Mobile,45570.0,1,3,Medical,84.0,5482.0,5.0,No,18.0,No,4.0,1.0,13.0
301,1000302,No,92.5,Mobile,28420.0,10,3,Medical,69.0,1200.0,1.0,No,12.0,No,1.0,0.0,0.0
302,1000303,No,210.0,Mobile,51660.0,16,2,Medical,68.0,5661.0,0.0,No,19.0,No,3.0,0.0,9.0
303,1000304,No,232.0,Mobile,7630.0,1,3,Entertainment,100.0,6929.0,4.0,No,11.0,No,2.0,1.0,10.0
304,1000305,No,292.0,Mobile,39620.0,1,3,Medical,48.0,9613.0,0.0,No,17.0,No,1.0,3.0,19.0
305,1000306,No,270.0,Mobile,38675.0,24,4,Financial,47.0,5674.0,7.0,No,15.0,No,3.0,1.0,11.0
306,1000307,No,240.0,Mobile,31710.0,1,3,Financial,91.0,5484.0,1.0,No,14.0,No,3.0,1.0,13.0
307,1000308,No,285.0,Mobile,29715.0,25,2,Financial,81.0,12061.0,3.0,No,17.0,No,3.0,1.0,19.0
308,1000309,No,435.0,Mobile,13650.0,1,4,Financial,32.0,5660.0,2.0,Yes,13.0,No,4.0,1.0,12.0
309,1000310,No,232.0,Mobile,24185.0,1,4,Entertainment,86.0,4821.0,0.0,Yes,12.0,No,3.0,1.0,6.0
310,1000311,No,232.0,Mobile,3710.0,1,3,Other,62.0,6410.0,3.0,No,12.0,No,4.0,0.0,9.0
315,1000316,No,322.0,Mobile,6475.0,10,4,Financial,33.0,2455.0,0.0,No,19.0,No,1.0,0.0,9.0
316,1000317,No,367.0,Mobile,38185.0,1,2,Entertainment,90.0,13964.0,7.0,Yes,12.0,No,4.0,0.0,25.0
318,1000319,No,202.0,Mobile,42700.0,1,3,Financial,85.0,2478.0,1.0,Yes,12.0,No,2.0,0.0,4.0
319,1000320,No,240.0,Mobile,20580.0,1,2,Entertainment,65.0,5228.0,1.0,Yes,11.0,No,4.0,0.0,13.0
320,1000321,No,202.0,Mobile,48195.0,1,3,Financial,74.0,4478.0,1.0,Yes,11.0,No,1.0,0.0,5.0
321,1000322,No,232.0,Mobile,24185.0,1,3,Entertainment,73.0,7547.0,4.0,No,12.0,No,4.0,3.0,13.0
322,1000323,No,240.0,Mobile,35630.0,1,4,Medical,74.0,5055.0,7.0,No,16.0,No,3.0,0.0,10.0
323,1000324,Yes,210.0,Mobile,40495.0,1,4,Medical,84.0,3464.0,5.0,Yes,13.0,No,4.0,0.0,5.0
324,1000325,No,225.0,Mobile,44625.0,28,2,Medical,64.0,5775.0,1.0,No,13.0,No,4.0,2.0,11.0
325,1000326,No,232.0,Mobile,27930.0,1,2,Financial,48.0,8943.0,1.0,No,24.0,Yes,1.0,1.0,10.0
326,1000327,No,292.0,Mobile,23520.0,1,2,Medical,54.0,16575.125,1.0,No,15.0,No,1.0,1.0,21.0
327,1000328,Yes,292.0,Mobile,40670.0,1,2,Medical,41.0,5238.0,4.0,Yes,18.0,No,1.0,0.0,12.0
328,1000329,No,247.0,Mobile,17780.0,10,3,Entertainment,46.0,4682.0,3.0,No,14.0,No,3.0,0.0,9.0
329,1000330,No,352.0,Mobile,51870.0,1,5,Financial,42.0,16575.125,4.0,No,11.0,No,2.0,1.0,21.0
330,1000331,No,322.0,Mobile,19565.0,10,4,Financial,82.0,5257.0,1.0,No,11.0,No,2.0,1.0,9.0
331,1000332,No,202.0,Mobile,7350.0,1,1,Entertainment,73.0,6349.0,0.0,Yes,13.0,No,4.0,1.0,6.0
332,1000333,No,405.0,Mobile,32480.0,20,4,Financial,31.0,4869.0,3.0,No,12.0,No,4.0,0.0,20.0
333,1000334,No,322.0,Mobile,35035.0,1,3,Financial,43.0,9985.0,8.0,No,16.0,No,1.0,1.0,10.0
339,1000340,No,202.0,Mobile,39550.0,1,4,Entertainment,56.0,6214.0,1.0,No,18.0,No,1.0,1.0,8.0
340,1000341,No,277.0,Mobile,41720.0,1,2,Medical,61.0,6347.0,7.0,No,16.0,No,3.0,2.0,8.0
341,1000342,No,285.0,Mobile,12005.0,15,2,Financial,92.0,11510.0,0.0,Yes,14.0,No,2.0,1.0,12.0
344,1000345,No,262.0,Mobile,45360.0,1,4,Entertainment,62.0,8095.0,0.0,No,13.0,No,4.0,0.0,17.0
349,1000350,No,217.0,Mobile,26110.0,1,3,Financial,61.0,4649.0,1.0,No,14.0,No,1.0,1.0,4.0
351,1000352,No,240.0,Mobile,37170.0,1,3,Medical,75.0,2370.0,1.0,No,13.0,No,3.0,1.0,8.0
352,1000353,No,360.0,Mobile,18550.0,29,1,Medical,91.0,12504.0,3.0,No,21.0,Yes,2.0,1.0,15.0
353,1000354,No,277.0,Mobile,46165.0,1,3,Medical,51.0,5974.0,4.0,Yes,13.0,No,1.0,2.0,13.0
354,1000355,No,225.0,Mobile,22435.0,25,2,Entertainment,85.0,4736.0,7.0,Yes,12.0,No,2.0,1.0,4.0
355,1000356,No,195.0,Mobile,32655.0,1,3,Financial,57.0,5296.0,1.0,No,17.0,No,2.0,1.0,8.0
357,1000358,Yes,157.0,Mobile,26460.0,1,1,Entertainment,99.0,2174.0,1.0,Yes,11.0,No,3.0,0.0,3.0
358,1000359,No,270.0,Mobile,29575.0,1,5,Medical,45.0,6653.0,4.0,No,15.0,No,2.0,0.0,7.0
359,1000360,No,270.0,Mobile,18935.0,1,4,Medical,48.0,9699.0,4.0,No,11.0,No,1.0,1.0,16.0
361,1000362,No,300.0,Mobile,40985.0,10,4,Financial,46.0,2213.0,3.0,Yes,13.0,No,3.0,1.0,10.0
362,1000363,No,157.0,Mobile,31325.0,1,2,Medical,39.0,2610.0,1.0,No,24.0,Yes,3.0,0.0,3.0
363,1000364,Yes,247.0,Mobile,12250.0,1,3,Entertainment,34.0,2851.0,1.0,Yes,13.0,No,2.0,0.0,1.0
364,1000365,No,277.0,Mobile,32235.0,10,3,Medical,98.0,3452.0,6.0,No,20.0,Yes,2.0,1.0,17.0
365,1000366,No,345.0,Mobile,40040.0,1,4,Medical,3.0,5258.0,2.0,No,14.0,No,3.0,0.0,7.0
366,1000367,Yes,307.0,Mobile,5005.0,1,3,Entertainment,56.0,9355.0,1.0,No,18.0,No,3.0,0.0,8.0
367,1000368,No,375.0,Mobile,36610.0,10,3,Entertainment,100.0,10496.0,6.0,No,15.0,No,4.0,0.0,20.0
368,1000369,Yes,300.0,Mobile,20125.0,22,2,Entertainment,68.0,6380.0,2.0,Yes,12.0,No,1.0,2.0,8.0
370,1000371,Yes,157.0,Mobile,5460.0,12,3,Financial,90.0,2716.0,1.0,No,15.0,No,4.0,0.0,1.0
371,1000372,No,217.0,Mobile,44905.0,23,3,Financial,54.0,2201.0,9.0,No,16.0,No,4.0,0.0,6.0
372,1000373,No,262.0,Mobile,26425.0,1,4,Financial,97.0,6540.0,9.0,No,19.0,No,3.0,0.0,10.0
373,1000374,No,202.0,Mobile,51415.0,1,2,Medical,82.0,3816.0,1.0,No,11.0,No,2.0,1.0,5.0
374,1000375,No,210.0,Mobile,10640.0,1,4,Financial,92.0,5253.0,1.0,No,16.0,No,4.0,0.0,7.0
375,1000376,No,367.0,Mobile,44135.0,1,3,Other,31.0,10965.0,8.0,No,24.0,Yes,3.0,0.0,26.0
376,1000377,No,382.0,Mobile,41230.0,14,2,Financial,87.0,4936.0,4.0,No,11.0,No,3.0,1.0,18.0
377,1000378,No,270.0,Mobile,11515.0,1,3,Financial,96.0,2543.0,4.0,No,13.0,No,2.0,1.0,6.0
378,1000379,Yes,255.0,Mobile,47670.0,19,3,Entertainment,67.0,5304.0,8.0,Yes,13.0,No,2.0,0.0,9.0
379,1000380,No,412.0,Mobile,45885.0,1,3,Financial,97.0,16575.125,2.0,Yes,13.0,No,3.0,0.0,30.0
380,1000381,No,180.0,Mobile,47985.0,10,4,Entertainment,77.0,4260.0,1.0,Yes,12.0,No,4.0,1.0,5.0
381,1000382,No,225.0,Mobile,7070.0,1,1,Entertainment,72.0,2476.0,1.0,No,18.0,No,1.0,1.0,1.0
382,1000383,Yes,195.0,Mobile,20125.0,1,1,Entertainment,73.0,3102.0,0.0,No,22.0,Yes,3.0,0.0,7.0
383,1000384,No,165.0,Mobile,8855.0,11,3,Medical,43.0,2244.0,1.0,No,13.0,No,4.0,1.0,2.0
384,1000385,No,270.0,Mobile,5740.0,1,2,Medical,61.0,7596.0,1.0,No,13.0,No,2.0,2.0,10.0
387,1000388,No,300.0,Mobile,26565.0,1,2,Entertainment,46.0,5715.0,7.0,No,12.0,No,3.0,2.0,8.0
389,1000390,No,277.0,Mobile,45675.0,10,4,Financial,49.0,4197.0,2.0,Yes,12.0,No,4.0,0.0,18.0
390,1000391,No,322.0,Mobile,34370.0,12,3,Financial,59.0,14336.0,1.0,No,11.0,No,3.0,1.0,25.0
391,1000392,No,300.0,Mobile,19425.0,1,3,Medical,78.0,3448.0,6.0,No,22.0,Yes,2.0,1.0,20.0
392,1000393,No,405.0,Mobile,28735.0,1,2,Medical,86.0,16575.125,4.0,No,11.0,No,3.0,1.0,24.0
393,1000394,No,255.0,Mobile,48335.0,1,4,Entertainment,72.0,6538.0,9.0,No,15.0,No,1.0,1.0,6.0
394,1000395,No,232.0,Mobile,16800.0,1,2,Medical,31.0,4306.0,1.0,No,12.0,No,2.0,1.0,13.0
395,1000396,No,322.0,Mobile,10955.0,21,3,Medical,61.0,2258.0,7.0,No,20.0,Yes,1.0,1.0,8.0
396,1000397,No,322.0,Mobile,51555.0,1,4,Other,74.0,4522.0,4.0,Yes,14.0,No,4.0,0.0,8.0
397,1000398,No,187.0,Mobile,31185.0,1,2,Financial,99.0,4487.0,1.0,Yes,11.0,No,2.0,0.0,5.0
398,1000399,No,277.0,Mobile,37205.0,25,5,Medical,72.0,4449.0,3.0,Yes,15.0,No,1.0,2.0,15.0
399,1000400,No,232.0,Mobile,11515.0,1,2,Financial,98.0,2218.0,1.0,No,12.0,No,3.0,1.0,4.0
400,1000401,No,292.0,Mobile,42630.0,1,1,Financial,52.0,16575.125,1.0,Yes,14.0,No,3.0,1.0,21.0
402,1000403,No,225.0,Mobile,37870.0,12,3,Entertainment,83.0,6577.0,0.0,No,11.0,No,2.0,0.0,6.0
403,1000404,No,307.0,Mobile,22575.0,1,3,Entertainment,49.0,8392.0,1.0,No,16.0,No,3.0,1.0,10.0
404,1000405,No,210.0,Mobile,45500.0,17,2,Medical,79.0,4558.0,1.0,No,12.0,No,4.0,1.0,10.0
405,1000406,Yes,187.0,Mobile,24080.0,1,3,Medical,91.0,4031.0,5.0,No,13.0,No,3.0,1.0,6.0
410,1000411,No,225.0,Mobile,11095.0,1,3,Financial,43.0,6091.0,2.0,No,20.0,Yes,3.0,0.0,11.0
411,1000412,No,450.0,Mobile,14770.0,1,3,Financial,41.0,16575.125,5.0,No,11.0,No,4.0,0.0,33.0
412,1000413,No,345.0,Mobile,51975.0,18,3,Medical,87.0,4810.0,2.0,No,14.0,No,3.0,1.0,19.0
414,1000415,Yes,180.0,Mobile,50680.0,1,1,Entertainment,62.0,3202.0,1.0,Yes,16.0,No,2.0,0.0,6.0
415,1000416,Yes,255.0,Mobile,10360.0,1,2,Entertainment,33.0,2351.0,0.0,No,16.0,No,4.0,1.0,3.0
416,1000417,No,285.0,Mobile,52150.0,1,2,Financial,42.0,1702.0,1.0,Yes,23.0,Yes,3.0,1.0,1.0
417,1000418,No,300.0,Mobile,48930.0,1,4,Financial,79.0,16575.125,0.0,No,14.0,No,4.0,0.0,21.0
418,1000419,No,195.0,Mobile,47215.0,23,3,Financial,90.0,2886.0,1.0,No,22.0,Yes,2.0,2.0,3.0
419,1000420,No,225.0,Mobile,49000.0,1,3,Financial,53.0,2097.0,4.0,No,15.0,No,3.0,1.0,9.0
420,1000421,No,217.0,Mobile,34510.0,1,4,Medical,93.0,11935.0,1.0,No,18.0,No,3.0,0.0,10.0
423,1000424,No,225.0,Mobile,48930.0,22,4,Other,69.0,8412.0,0.0,No,11.0,No,3.0,0.0,10.0
424,1000425,No,427.0,Mobile,7350.0,29,3,Entertainment,56.0,14118.0,3.0,No,12.0,No,3.0,1.0,32.0
425,1000426,No,375.0,Mobile,38465.0,29,4,Financial,88.0,16575.125,0.0,No,15.0,No,2.0,1.0,28.0
426,1000427,No,225.0,Mobile,39060.0,1,3,Medical,49.0,2564.0,0.0,No,14.0,No,3.0,0.0,12.0
427,1000428,No,450.0,Mobile,76837.125,28,3,Entertainment,80.0,10266.0,4.0,No,19.0,No,4.0,0.0,22.0
428,1000429,No,352.0,Mobile,34405.0,1,2,Medical,65.0,5070.0,5.0,No,13.0,No,3.0,3.0,20.0
429,1000430,No,345.0,Mobile,35315.0,1,3,Financial,51.0,16575.125,6.0,No,13.0,No,3.0,0.0,26.0
431,1000432,No,405.0,Mobile,19180.0,1,4,Financial,42.0,3780.0,7.0,No,11.0,No,3.0,0.0,19.0
432,1000433,No,255.0,Mobile,45605.0,1,4,Financial,62.0,2768.0,3.0,No,12.0,No,3.0,1.0,14.0
435,1000436,Yes,247.0,Mobile,44695.0,15,1,Medical,56.0,13610.0,7.0,Yes,12.0,No,4.0,0.0,15.0
436,1000437,Yes,247.0,Mobile,20545.0,10,1,Medical,38.0,3408.0,7.0,No,13.0,No,1.0,3.0,8.0
437,1000438,No,225.0,Mobile,14455.0,1,1,Entertainment,57.0,2983.0,0.0,No,14.0,No,1.0,0.0,4.0
438,1000439,No,262.0,Mobile,44660.0,16,3,Financial,72.0,7632.0,4.0,Yes,12.0,No,3.0,0.0,10.0
439,1000440,Yes,232.0,Mobile,18690.0,20,3,Financial,66.0,9824.0,3.0,No,12.0,No,1.0,0.0,12.0
440,1000441,Yes,255.0,Mobile,34580.0,23,3,Other,43.0,9950.0,9.0,Yes,15.0,No,3.0,3.0,11.0
442,1000443,No,270.0,Mobile,22225.0,10,4,Medical,32.0,9980.0,1.0,No,14.0,No,4.0,0.0,10.0
443,1000444,Yes,165.0,Mobile,47880.0,1,1,Entertainment,99.0,3894.0,5.0,No,16.0,No,3.0,0.0,4.0
444,1000445,No,360.0,Mobile,5705.0,1,5,Entertainment,37.0,4051.0,2.0,No,14.0,No,1.0,1.0,14.0
445,1000446,No,412.0,Mobile,39095.0,18,5,Financial,83.0,16575.125,3.0,No,23.0,Yes,4.0,0.0,33.0
446,1000447,No,307.0,Mobile,9345.0,10,2,Financial,56.0,6230.0,7.0,No,14.0,No,4.0,0.0,16.0
448,1000449,No,300.0,Mobile,10570.0,1,3,Financial,75.0,13237.0,7.0,No,15.0,No,3.0,0.0,22.0
449,1000450,No,292.0,Mobile,15505.0,1,1,Financial,48.0,3755.0,1.0,No,11.0,No,1.0,1.0,8.0
450,1000451,No,232.0,Mobile,28980.0,1,1,Financial,77.0,6582.0,4.0,Yes,13.0,No,3.0,0.0,10.0
453,1000454,Yes,195.0,Mobile,14910.0,17,4,Financial,58.0,2741.0,0.0,Yes,11.0,No,2.0,1.0,8.0
454,1000455,No,217.0,Mobile,8120.0,19,3,Entertainment,34.0,4262.0,4.0,No,12.0,No,2.0,2.0,8.0
455,1000456,No,247.0,Mobile,32270.0,1,5,Medical,95.0,16184.0,4.0,No,19.0,No,3.0,1.0,10.0
457,1000458,Yes,92.5,Mobile,45710.0,1,3,Entertainment,69.0,1878.0,1.0,Yes,14.0,No,4.0,0.0,0.0
458,1000459,No,300.0,Mobile,38290.0,28,3,Other,58.0,10932.0,3.0,No,15.0,No,3.0,1.0,20.0
460,1000461,No,195.0,Mobile,27125.0,29,2,Medical,45.0,4306.0,5.0,No,12.0,No,1.0,2.0,8.0
461,1000462,No,262.0,Mobile,6825.0,1,3,Medical,80.0,4859.0,1.0,No,16.0,No,4.0,0.0,5.0
462,1000463,No,255.0,Mobile,9030.0,21,4,Financial,74.0,5337.0,1.0,No,12.0,No,4.0,0.0,10.0
463,1000464,Yes,195.0,Mobile,16485.0,24,3,Entertainment,66.0,2340.0,1.0,Yes,18.0,No,2.0,0.0,1.0
464,1000465,No,277.0,Mobile,27965.0,1,3,Entertainment,59.0,7491.0,4.0,No,17.0,No,4.0,0.0,12.0
465,1000466,No,345.0,Mobile,36190.0,18,1,Medical,86.0,10527.0,5.0,No,11.0,No,4.0,0.0,28.0
466,1000467,No,307.0,Mobile,44660.0,1,5,Financial,91.0,16575.125,7.0,No,16.0,No,2.0,1.0,22.0
467,1000468,No,277.0,Mobile,4970.0,1,4,Medical,69.0,8834.0,1.0,No,13.0,No,4.0,1.0,9.0
469,1000470,Yes,240.0,Mobile,51590.0,11,4,Other,60.0,4707.0,8.0,No,12.0,No,4.0,0.0,6.0
470,1000471,No,180.0,Mobile,18725.0,24,3,Medical,38.0,2400.0,0.0,No,13.0,No,3.0,2.0,3.0
471,1000472,No,285.0,Mobile,52325.0,10,3,Medical,76.0,9824.0,3.0,No,19.0,No,3.0,1.0,18.0
472,1000473,No,277.0,Mobile,15610.0,1,4,Financial,65.0,6447.0,6.0,No,12.0,No,2.0,1.0,8.0
473,1000474,No,367.0,Mobile,43575.0,18,4,Financial,58.0,16575.125,1.0,Yes,17.0,No,3.0,1.0,31.0
474,1000475,No,180.0,Mobile,24185.0,23,3,Medical,89.0,2725.0,1.0,Yes,11.0,No,2.0,2.0,6.0
475,1000476,No,195.0,Mobile,24605.0,28,2,Entertainment,66.0,6272.0,1.0,No,20.0,Yes,4.0,2.0,6.0
476,1000477,No,180.0,Mobile,28805.0,17,2,Other,94.0,2127.0,1.0,No,21.0,Yes,4.0,1.0,1.0
477,1000478,No,375.0,Mobile,43610.0,1,3,Medical,99.0,16575.125,1.0,No,11.0,No,3.0,1.0,32.0
478,1000479,No,187.0,Mobile,21770.0,13,1,Medical,40.0,2096.0,1.0,No,11.0,No,3.0,0.0,7.0
479,1000480,Yes,180.0,Mobile,45045.0,1,3,Financial,55.0,2886.0,1.0,Yes,16.0,No,4.0,1.0,6.0
480,1000481,Yes,225.0,Mobile,15680.0,12,4,Financial,74.0,2033.0,1.0,No,18.0,No,3.0,1.0,1.0
483,1000484,No,262.0,Mobile,18830.0,25,2,Other,54.0,3681.0,4.0,No,14.0,No,4.0,0.0,9.0
484,1000485,No,232.0,Mobile,18375.0,1,4,Medical,66.0,5460.0,4.0,No,22.0,Yes,4.0,2.0,13.0
485,1000486,No,202.0,Mobile,27930.0,1,4,Medical,66.0,2187.0,0.0,No,12.0,No,3.0,2.0,6.0
486,1000487,No,277.0,Mobile,19530.0,1,3,Entertainment,75.0,9602.0,4.0,Yes,11.0,No,3.0,1.0,17.0
489,1000490,No,322.0,Mobile,27370.0,1,4,Other,50.0,16575.125,4.0,Yes,14.0,No,3.0,1.0,21.0
490,1000491,No,285.0,Mobile,12670.0,1,1,Financial,43.0,2619.0,3.0,No,17.0,No,4.0,0.0,8.0
491,1000492,No,322.0,Mobile,35035.0,1,5,Medical,72.0,5679.0,3.0,Yes,13.0,No,2.0,1.0,10.0
492,1000493,No,360.0,Mobile,43260.0,1,4,Financial,40.0,15402.0,7.0,No,11.0,No,1.0,1.0,21.0
493,1000494,No,330.0,Mobile,38920.0,1,4,Financial,50.0,5985.0,4.0,No,11.0,No,2.0,0.0,10.0
494,1000495,No,255.0,Mobile,7140.0,14,3,Entertainment,31.0,2579.0,1.0,Yes,18.0,No,4.0,2.0,8.0
495,1000496,Yes,202.0,Mobile,49700.0,1,1,Entertainment,85.0,3041.0,0.0,No,11.0,No,2.0,1.0,5.0
496,1000497,No,157.0,Mobile,47005.0,22,1,Entertainment,49.0,3447.0,1.0,No,11.0,No,3.0,0.0,3.0
497,1000498,No,330.0,Mobile,46025.0,1,4,Other,35.0,16575.125,4.0,Yes,12.0,No,1.0,1.0,26.0
498,1000499,No,165.0,Mobile,21140.0,1,1,Medical,69.0,2773.0,0.0,No,20.0,Yes,4.0,0.0,3.0
499,1000500,No,247.0,Mobile,42560.0,1,4,Entertainment,39.0,7104.0,0.0,No,12.0,No,4.0,0.0,6.0
500,1000501,No,240.0,Mobile,22610.0,1,4,Financial,92.0,6322.0,1.0,Yes,12.0,No,4.0,1.0,6.0
502,1000503,No,397.0,Mobile,8330.0,1,1,Medical,34.0,8381.0,7.0,No,20.0,Yes,4.0,0.0,18.0
507,1000508,No,217.0,Mobile,41160.0,1,2,Medical,62.0,5561.0,1.0,No,14.0,No,1.0,1.0,6.0
508,1000509,No,262.0,Mobile,35595.0,1,4,Financial,82.0,6646.0,1.0,No,13.0,No,2.0,0.0,17.0
509,1000510,No,247.0,Mobile,45360.0,1,3,Financial,3.0,7725.0,3.0,No,23.0,Yes,3.0,1.0,15.0
512,1000513,No,202.0,Mobile,39025.0,1,4,Medical,54.0,2045.0,0.0,No,13.0,No,4.0,0.0,5.0
513,1000514,Yes,150.0,Mobile,47670.0,10,1,Medical,32.0,1009.0,1.0,Yes,11.0,No,4.0,0.0,1.0
514,1000515,Yes,247.0,Mobile,37660.0,1,3,Financial,70.0,3348.0,1.0,Yes,11.0,No,1.0,0.0,10.0
515,1000516,No,262.0,Mobile,25445.0,1,3,Financial,41.0,1281.0,1.0,No,18.0,No,3.0,2.0,1.0
518,1000519,No,285.0,Mobile,8505.0,1,4,Entertainment,46.0,4028.0,0.0,No,20.0,Yes,1.0,0.0,8.0
519,1000520,No,217.0,Mobile,28210.0,1,4,Financial,76.0,2720.0,1.0,No,18.0,No,4.0,1.0,10.0
520,1000521,No,360.0,Mobile,28595.0,1,1,Entertainment,56.0,8120.0,3.0,No,12.0,No,4.0,0.0,12.0
521,1000522,No,202.0,Mobile,49350.0,1,1,Medical,71.0,4647.0,1.0,Yes,20.0,Yes,2.0,2.0,6.0
522,1000523,No,277.0,Mobile,42875.0,10,2,Financial,80.0,4680.0,3.0,No,17.0,No,1.0,0.0,4.0
523,1000524,No,375.0,Mobile,42245.0,28,1,Medical,74.0,3221.0,1.0,Yes,11.0,No,3.0,3.0,20.0
524,1000525,No,255.0,Mobile,50470.0,1,3,Medical,46.0,8621.0,1.0,No,14.0,No,2.0,0.0,9.0
525,1000526,Yes,180.0,Mobile,24255.0,1,2,Financial,65.0,4577.0,9.0,No,14.0,No,1.0,0.0,4.0
527,1000528,No,240.0,Mobile,32515.0,10,3,Entertainment,55.0,5396.0,1.0,No,12.0,No,4.0,0.0,10.0
528,1000529,Yes,375.0,Mobile,19670.0,1,2,Entertainment,50.0,6796.0,3.0,Yes,14.0,No,1.0,1.0,18.0
531,1000532,No,240.0,Mobile,35630.0,1,2,Financial,39.0,11159.0,3.0,No,15.0,No,4.0,0.0,10.0
532,1000533,No,352.0,Mobile,24605.0,14,4,Entertainment,42.0,4960.0,2.0,No,12.0,No,4.0,0.0,20.0
533,1000534,No,300.0,Mobile,20300.0,1,4,Financial,48.0,10475.0,5.0,Yes,21.0,Yes,3.0,1.0,20.0
534,1000535,No,397.0,Mobile,33950.0,1,3,Financial,59.0,14814.0,3.0,No,19.0,No,3.0,0.0,32.0
535,1000536,No,307.0,Mobile,14945.0,10,4,Other,73.0,16575.125,3.0,No,15.0,No,2.0,3.0,23.0
536,1000537,No,450.0,Mobile,41265.0,16,4,Entertainment,84.0,5405.0,8.0,No,14.0,No,4.0,0.0,10.0
537,1000538,No,202.0,Mobile,10290.0,10,2,Financial,32.0,8793.0,1.0,No,21.0,Yes,3.0,2.0,9.0
538,1000539,No,307.0,Mobile,10990.0,1,3,Other,59.0,16575.125,1.0,No,12.0,No,2.0,1.0,22.0
539,1000540,No,375.0,Mobile,11060.0,1,4,Entertainment,54.0,3875.0,7.0,No,15.0,No,4.0,1.0,4.0
540,1000541,Yes,210.0,Mobile,22890.0,1,2,Financial,67.0,2216.0,7.0,Yes,13.0,No,4.0,0.0,10.0
541,1000542,No,270.0,Mobile,14945.0,1,3,Financial,63.0,11713.0,9.0,No,14.0,No,1.0,1.0,10.0
542,1000543,No,285.0,Mobile,5880.0,1,3,Financial,81.0,7861.0,4.0,Yes,14.0,No,4.0,0.0,10.0
543,1000544,No,330.0,Mobile,13335.0,24,3,Medical,49.0,3708.0,2.0,No,14.0,No,3.0,0.0,9.0
544,1000545,No,352.0,Mobile,7595.0,1,3,Medical,49.0,13770.0,9.0,Yes,12.0,No,4.0,2.0,28.0
545,1000546,No,225.0,Mobile,17535.0,27,5,Entertainment,99.0,5304.0,7.0,No,23.0,Yes,4.0,1.0,10.0
546,1000547,No,217.0,Mobile,48860.0,10,3,Financial,99.0,2642.0,1.0,No,11.0,No,3.0,0.0,1.0
548,1000549,No,322.0,Mobile,27125.0,15,3,Financial,47.0,6804.0,3.0,No,18.0,No,3.0,1.0,7.0
549,1000550,No,255.0,Mobile,33950.0,1,2,Medical,96.0,6142.0,3.0,No,11.0,No,4.0,0.0,10.0
551,1000552,No,292.0,Mobile,4935.0,1,3,Other,44.0,6389.0,9.0,No,15.0,No,3.0,1.0,12.0
554,1000555,No,202.0,Mobile,34125.0,1,3,Medical,55.0,6811.0,8.0,No,19.0,No,1.0,0.0,9.0
555,1000556,No,217.0,Mobile,38150.0,10,3,Entertainment,83.0,2297.0,1.0,No,14.0,No,4.0,2.0,2.0
556,1000557,No,397.0,Mobile,12110.0,1,3,Financial,86.0,2450.0,2.0,No,17.0,No,4.0,0.0,19.0
557,1000558,No,262.0,Mobile,42875.0,1,4,Financial,61.0,5093.0,2.0,No,11.0,No,1.0,1.0,16.0
558,1000559,No,240.0,Mobile,15050.0,24,4,Financial,80.0,5309.0,1.0,No,15.0,No,4.0,2.0,10.0
560,1000561,No,255.0,Mobile,5845.0,1,5,Financial,32.0,5121.0,3.0,No,14.0,No,3.0,1.0,7.0
562,1000563,Yes,247.0,Mobile,18445.0,1,4,Other,63.0,2686.0,1.0,Yes,13.0,No,3.0,0.0,10.0
563,1000564,No,187.0,Mobile,30905.0,26,1,Medical,32.0,6180.0,1.0,No,23.0,Yes,2.0,0.0,6.0
566,1000567,Yes,352.0,Mobile,25165.0,27,2,Financial,77.0,6397.0,4.0,Yes,12.0,No,4.0,0.0,8.0
567,1000568,No,255.0,Mobile,10640.0,1,3,Other,60.0,6274.0,1.0,No,22.0,Yes,3.0,0.0,6.0
568,1000569,Yes,412.0,Mobile,25375.0,1,3,Medical,78.0,16575.125,5.0,Yes,13.0,No,4.0,1.0,24.0
569,1000570,No,270.0,Mobile,50190.0,1,4,Financial,76.0,7587.0,1.0,No,15.0,No,2.0,0.0,10.0
571,1000572,No,195.0,Mobile,20125.0,1,2,Financial,71.0,4364.0,3.0,No,14.0,No,1.0,1.0,5.0
572,1000573,No,217.0,Mobile,22995.0,27,3,Medical,66.0,4335.0,4.0,No,12.0,No,1.0,1.0,11.0
573,1000574,Yes,195.0,Mobile,40110.0,1,3,Entertainment,38.0,5326.0,6.0,No,17.0,No,3.0,0.0,6.0
574,1000575,No,255.0,Mobile,6370.0,1,4,Financial,72.0,3280.0,2.0,No,16.0,No,3.0,0.0,10.0
579,1000580,No,255.0,Mobile,4235.0,1,4,Medical,86.0,4381.0,1.0,No,11.0,No,3.0,0.0,6.0
580,1000581,No,262.0,Mobile,13440.0,1,4,Financial,72.0,2572.0,1.0,No,16.0,No,2.0,1.0,3.0
581,1000582,No,225.0,Mobile,32235.0,1,3,Financial,38.0,3833.0,3.0,No,21.0,Yes,3.0,2.0,7.0
582,1000583,No,300.0,Mobile,27685.0,1,2,Medical,38.0,4244.0,1.0,No,24.0,Yes,4.0,1.0,8.0
